id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2147272,Schoenbrunn balcony studio,756858,Manfred,,Meidling,48.174068537141196,16.318704490090877,Entire home/apt,41,5,13,2018-12-18,0.25,5,335
2147740,cosy room in the center of Vienna,10229360,Florian,,Margareten,48.183104435451455,16.36231070116482,Private room,23,1,2,2015-07-28,0.03,2,0
2147859,loft bed in the center of Vienna,10229360,Florian,,Margareten,48.1814856063192,16.360705305753022,Private room,23,2,0,,,2,0
2151927,cozy apartment in the sky ,278093,Michaela,,Mariahilf,48.19815528821033,16.35392057313282,Entire home/apt,32,14,12,2015-07-01,0.20,1,0
2156945,City-Apartment close to Prater,1244924,Eva & Alexander,,Landstra§e,48.20702688073256,16.392466726529637,Entire home/apt,95,21,11,2019-01-17,0.19,1,331
2157542,Scenic 2br house close to center.,2213877,Patrizia Liliana,,Penzing,48.20477487842371,16.295891684807806,Entire home/apt,100,1,0,,,2,0
2157810,Charmantes Apartment im Zentrum,11011153,Paul,,Alsergrund,48.21722186943408,16.346889411531965,Entire home/apt,60,2,48,2019-01-06,0.79,1,283
2159309,Scenic 2br house close to center.,2213877,Patrizia Liliana,,Penzing,48.20583242232351,16.295871743539774,Entire home/apt,120,3,0,,,2,0
2161505,"Nettes Apartment, Nähe Donauinsel",11030178,Christoph Und Christine,,Donaustadt,48.22687328226882,16.422199329505627,Entire home/apt,50,90,1,2014-05-06,0.02,1,300
2165047,Artsy City-Loft,9718470,Ari,,Leopoldstadt,48.21738800023408,16.374453459194015,Entire home/apt,50,1,217,2019-02-04,3.60,2,338
2168040,Shared Flat in Wien Center,11061990,Giuseppe,,Landstra§e,48.197900838966426,16.396948485136672,Shared room,73,1,27,2018-12-10,0.56,5,365
2169791,Rabbit hole for Alice,9412682,Madina,,Margareten,48.18413956080093,16.353968124881234,Entire home/apt,59,2,243,2019-01-29,4.04,2,258
2173853,Walk to the State Opera house!,518644,Michael,,Margareten,48.19496387247108,16.359205728928202,Entire home/apt,55,1,9,2018-12-28,0.15,51,90
2193753,NEW - City Center! Perfect 4 family,1108400,Dan,,Leopoldstadt,48.21417091395457,16.377067546264783,Entire home/apt,69,1,398,2019-01-22,6.54,25,310
2195207,"Simple, spacious and kids friendly!",11196593,Kurt,,Rudolfsheim-Fnfhaus,48.19349718049904,16.31995653730614,Entire home/apt,33,5,91,2018-12-30,1.52,1,163
2196933,Design Apartment | Private Guest Room,11205505,Catherine,,Margareten,48.19181718160581,16.36010223502805,Private room,27,1,150,2019-01-29,3.40,1,73
2200270,Big Sunny Room in the City,10481484,Dhana,,Landstra§e,48.212821543831055,16.390793024552703,Private room,39,4,9,2016-08-17,0.15,1,0
2205853,ORGANIC ECO CITY Maisonette 3 ,5634518,Gerhard & Nicole,,Neubau,48.204999562803025,16.349111735262856,Entire home/apt,89,2,161,2018-12-16,2.70,4,280
2212554,Stylish Apartment close to downtown,11286302,Stephan,,Whring,48.224926402360836,16.345380297325985,Entire home/apt,45,1,73,2019-02-03,4.97,2,95
2213264,Lovely Private Apartment,9383500,Stefan,,Neubau,48.205439648587614,16.344744784627363,Entire home/apt,70,4,99,2019-01-22,1.70,4,331
2215305,spacious & charming art nouveau apt,1666527,Eva,,Hietzing,48.187544652373404,16.275853220126304,Entire home/apt,60,1,0,,,1,0
2220967,In the heart of Vienna!,2363018,Florian,,Josefstadt,48.21048394629845,16.34951293954367,Private room,47,3,59,2018-08-09,0.97,2,209
2225357,"Vienna-Center Apartment ""Boboville""",11356247,Vania Vanini,,Neubau,48.20014825877421,16.341947146595224,Entire home/apt,65,1,212,2019-01-20,3.55,1,271
2225943,Central Designerapartment Augarten,977695,Harald,,Leopoldstadt,48.223194015834736,16.369000710678485,Entire home/apt,79,30,0,,,4,129
2235750,Wohnen wie die Wiener 2 (Comfort),8443421,Oi Van,,Meidling,48.18657727927831,16.338128188597974,Entire home/apt,75,2,17,2017-05-06,0.28,3,365
2238022,Wohnen wie die Wiener in Wien1,8443421,Oi Van,,Meidling,48.183221145644474,16.334003144771973,Entire home/apt,70,2,31,2018-12-08,0.54,3,359
2239308,Bright Big Beautiful Apartment,7294783,Alexander,,Ottakring,48.216358005680235,16.31118526750639,Entire home/apt,30,3,4,2016-08-26,0.13,1,0
2261797,APARTMENT IM BRUNNENMARKTVIERTEL,11549764,Angela,,Ottakring,48.214140360029305,16.33679922261723,Entire home/apt,40,5,74,2019-01-30,1.22,1,165
2264518,studio with a terrace and a view,2635987,Karin,,Leopoldstadt,48.21585527510475,16.37830729201903,Entire home/apt,76,3,31,2019-02-02,0.56,3,82
2281070,Room just behind Museumsquartier,4688537,Anna,,Neubau,48.20278710604113,16.356904493090962,Private room,45,7,45,2019-01-02,1.11,3,20
2287895,Perfect 2-room apartments / 48m² !,11687935,Raffael,,Leopoldstadt,48.20853098556532,16.42588470183381,Entire home/apt,62,13,9,2018-06-30,0.15,8,295
2288910,Appartment near Wallensteinplatz,11692249,David,,Brigittenau,48.23073346334454,16.37277463756791,Entire home/apt,45,1,0,,,1,0
2290076,★ Charming Heart of Vienna,11698200,Sara,,Neubau,48.20418490348362,16.349539521903516,Entire home/apt,50,21,0,,,1,0
2293085,Studio - Apartment - 1190 / 44m²,11687935,Raffael,,Dbling,48.246011005610264,16.36004961986321,Entire home/apt,71,13,1,2018-09-13,0.20,8,357
2293300,Studio - Apartments - 1190 / 35m²,11687935,Raffael,,Dbling,48.247724818281455,16.359984679359027,Entire home/apt,62,13,16,2018-12-31,0.31,8,365
2293380,Studio - Apartment - 1190 / 54m²,11687935,Raffael,,Dbling,48.24757274980385,16.360007537675852,Entire home/apt,81,13,7,2018-12-04,0.12,8,365
2293721,Beautiful room close to center w/ rooftop terrace,11716767,Susie,,Simmering,48.18238257755076,16.415801040239643,Private room,65,1,13,2018-12-29,1.88,1,79
2295574,vienna2stay - Aquamarine,11725570,Natalia,,Landstra§e,48.19155085331425,16.3897106985469,Entire home/apt,70,2,0,,,7,304
2296418,vienna2stay - Flower,11725570,Natalia,,Leopoldstadt,48.21907230017327,16.375416161790326,Entire home/apt,85,2,3,2017-02-19,0.07,7,61
2300488,Quiet studio in Alxingergasse,9866079,Markus,,Favoriten,48.17275696240261,16.36637426140828,Entire home/apt,44,30,24,2018-05-31,0.40,5,271
2303912,Small room in Vienna´s heart,11765981,Karl,,Leopoldstadt,48.21671629107498,16.3903887238248,Private room,22,4,59,2018-12-01,0.99,1,208
2304138,ROOM IN 2-STOREY FLAT W/ ROOFTOP,3963513,Carina,,Josefstadt,48.21303976205262,16.34164708479061,Private room,25,10,1,2016-04-02,0.03,1,0
2313830,LUXURY APERTMENT IN «VERSACE» STYLE,11815423,Rudolf,,Hietzing,48.16971450341532,16.2583554929841,Entire home/apt,90,7,3,2018-12-07,0.06,1,365
2315328,vienna2stay - Garden,11725570,Natalia,,Neubau,48.20143226697492,16.347313112396886,Entire home/apt,70,2,0,,,7,302
2315339,vienna2stay - Hundertwasser,11725570,Natalia,,Landstra§e,48.1921346435348,16.38810191199933,Entire home/apt,67,2,2,2017-02-20,0.05,7,318
2315357,vienna2stay - Butterfly,11725570,Natalia,,Landstra§e,48.190649295304574,16.38723616339485,Entire home/apt,90,2,1,2014-05-26,0.02,7,309
2331249,Vienna Calling - Two modern and central apartments,2414813,Florian & Nina,,Landstra§e,48.210558480360305,16.391845976426126,Entire home/apt,185,2,46,2018-12-30,0.87,11,320
2334280,INSIDE VIENNA ApARTment + free Bikes (45m2),8482671,Michele Pablo,,Brigittenau,48.23244967590717,16.36560712959112,Entire home/apt,55,2,134,2019-01-05,2.29,1,128
2342979,Schoenbrunn Design,8632750,Andreas,,Hietzing,48.188410123620564,16.284311803770542,Entire home/apt,70,1,15,2018-10-13,0.25,85,357
2348908,modern 2 room city apartment & balcony,11995228,Bartek,,Leopoldstadt,48.22552775652649,16.39521695815895,Entire home/apt,78,4,46,2019-01-02,0.83,1,355
2353681,Citynähe und Augarten,8237729,Eva,,Leopoldstadt,48.224551260060885,16.38295199550214,Private room,47,1,29,2019-01-04,0.50,1,227
2355798,"Cozy & Quiet Room, central",12042830,Ada,,Mariahilf,48.19404509473751,16.350082167371216,Private room,29,1,35,2018-12-23,0.64,1,0
2358738,Arty loft with terrace in Hundertwasser district,6539867,Tobias,,Landstra§e,48.2093410215481,16.39097707656967,Entire home/apt,70,2,75,2019-01-03,1.99,1,236
2359055,Kaiser Welcome Top 27,8632750,Andreas,,Neubau,48.200270421786264,16.341482449882907,Entire home/apt,80,1,11,2016-10-07,0.19,85,318
2359438,Kaiser Vienna Top 28,8632750,Andreas,,Neubau,48.19875125079823,16.340476846625897,Entire home/apt,80,1,20,2018-12-03,0.34,85,322
2359504,Kaiser Royale Top 29,8632750,Andreas,,Neubau,48.19848926890105,16.341447962623782,Entire home/apt,80,2,6,2017-07-05,0.13,85,294
2372166,The Little Pleasures,12118196,Amelie,,Neubau,48.20474655875833,16.346045359763846,Entire home/apt,70,3,122,2018-12-03,2.91,2,223
2394798,"",12233591,Katrin,,Alsergrund,48.22326757618109,16.36157314405458,Entire home/apt,1200,1,0,,,1,0
2396885,vienna2stay - Klimt,11725570,Natalia,,Leopoldstadt,48.21852563924809,16.386967992279494,Entire home/apt,70,2,1,2014-10-03,0.02,7,0
2396946,vienna2stay - Grand Klimt,11725570,Natalia,,Leopoldstadt,48.21863831590588,16.387559813179074,Entire home/apt,90,2,13,2017-06-07,0.23,7,286
2401901,Flat next to Augarten & City Center,7442511,Matias Sebastian,,Leopoldstadt,48.22033615158756,16.378339500297525,Entire home/apt,90,1,3,2018-10-10,0.29,1,363
2405300,New Apartment - Old Danube - public free parking,2238062,Thomas,,Floridsdorf,48.24775989856093,16.415555808931366,Entire home/apt,50,30,95,2017-12-12,1.60,1,242
2415792,Sunny VIE Appartement,12347752,Herbert,,Hernals,48.22447513069745,16.313449219862584,Entire home/apt,45,2,1,2017-12-26,0.07,1,295
2425853,Charming & Central Flat in the 8th District,3454970,Stephanie,,Josefstadt,48.21434810565586,16.345026452883875,Entire home/apt,72,2,9,2016-09-19,0.15,1,284
2428463,Bright and quiet studio,9866079,Markus,,Favoriten,48.17343312117289,16.384717474164876,Entire home/apt,42,30,21,2018-09-29,0.35,5,242
2443961,Urban Design Flat Schoenbrunn,12495527,Daniela,,Meidling,48.17859139669784,16.32400297712906,Entire home/apt,55,1,296,2019-01-24,4.98,1,286
2444632,Hofruhelage,5133902,Petra,,Whring,48.22508753362057,16.341792820962137,Entire home/apt,75,2,52,2019-01-03,0.93,2,134
2451044,Little penthouse with a Terrace,12532796,Deni,,Whring,48.22157282024732,16.338882344222377,Entire home/apt,49,2,104,2019-01-03,2.33,1,147
2456934,2 a Home away from Home ,10308908,Heidi,,Dbling,48.23510962953158,16.352693463580252,Entire home/apt,55,2,44,2019-01-09,0.88,4,365
2465790,loft-style flat with garden,12608774,David,,Mariahilf,48.19294688872204,16.34862421636098,Private room,29,1,9,2018-11-03,0.15,1,286
2471583,Quiet & centrally at Augarten,2418146,Gisella,,Brigittenau,48.229158113101604,16.372303226526313,Entire home/apt,79,6,85,2019-01-31,1.45,13,224
2471960,Entire apartment in the very hear,12641830,Lisa-Maria,,Innere Stadt,48.205072226981564,16.36788338221219,Entire home/apt,79,2,109,2019-01-13,1.86,1,360
2472263,Central & classic in Vienna,9412682,Madina,,Landstra§e,48.199088367937534,16.39723755230646,Entire home/apt,49,2,203,2019-01-29,3.46,2,200
2472830,Luxury 1 bedr. terrace top location,4544804,Christiane,,Margareten,48.19143426045997,16.357369214043267,Entire home/apt,110,2,23,2019-01-04,0.46,3,102
2478408,"Sunny, Beautiful &Central (+ Bike)",2856408,Coco,,Mariahilf,48.19019198794737,16.341747793983803,Entire home/apt,54,4,25,2018-09-30,0.46,1,178
2490913,Urban Living in trendy district,8849915,Silvia,,Mariahilf,48.19360145672076,16.350651390447663,Entire home/apt,85,6,4,2018-10-17,0.14,3,83
2496893,Ferienwohnung mit Grünblick,12781834,Marta Und Christian,,Penzing,48.21041000556814,16.21272028776645,Entire home/apt,53,3,7,2018-09-19,0.13,1,244
2503759,"Sunny viennese design room, 15 min center",12817754,Philipp,,Hernals,48.22018202155179,16.322031582672444,Private room,25,2,38,2019-01-27,4.29,1,57
2510823,Big Citycenter Apartment Top 11,1630021,Christian,,Wieden,48.199186963679466,16.36705927973334,Entire home/apt,160,3,24,2018-11-19,0.49,13,292
2511872,vienna city stay,12088895,Michael,,Floridsdorf,48.25290343530448,16.41321350311715,Entire home/apt,45,5,31,2019-01-04,0.58,2,40
2523926,Studio Apartment for 3 People + 1 Child,1151232,Ferry,,Alsergrund,48.21552233762348,16.346540009578135,Entire home/apt,58,1,9,2014-12-01,0.15,13,39
2523986,"Stylisches City-Apartment, 53 m2",4202702,Martin,,Leopoldstadt,48.21723966323051,16.375539747224305,Entire home/apt,44,30,37,2019-01-02,0.63,6,321
2530556,"""Comfortable 55m2 Apartment""",12958775,Dinah,,Dbling,48.240869867057036,16.353006189915934,Entire home/apt,76,2,37,2018-10-31,0.64,3,216
2533408,"Cosy Flat Vienna, up to 3 persons",1433653,Monika Und Helmut,,Ottakring,48.213703388741,16.334129055630903,Entire home/apt,66,5,11,2015-11-06,0.20,2,100
2535167,Apartment close to Nachmarkt,9783136,Jennifer,,Margareten,48.19198213378404,16.355020603170292,Entire home/apt,60,2,302,2019-01-02,5.40,1,4
2543698,Parliament Apartment,13023159,Christoph,,Josefstadt,48.20814799178088,16.35126902277495,Entire home/apt,60,1,55,2016-11-13,1.00,1,88
2548359,Superior Studio next Metro U4 Hietzing,756858,Manfred,,Penzing,48.189278672734936,16.30723665160772,Entire home/apt,42,5,32,2019-02-03,0.57,5,304
2548906,Appartement Philadelphia RED,13051482,Christine,,Meidling,48.173320795696114,16.330516209745678,Entire home/apt,90,4,0,,,1,242
2549038,Near Center!  Comfortable Room,12477857,Nuray,,Mariahilf,48.19385605561609,16.346624256911042,Private room,48,1,26,2019-01-03,0.64,1,365
2559372,Schöne Dachwohnung,13102957,Hannah,,Margareten,48.18753530094173,16.361175853927296,Entire home/apt,42,10,4,2018-09-30,0.07,1,0
2567908,"Modernes City-Apartment, 51 m2",4202702,Martin,,Landstra§e,48.20931367287051,16.390846621498163,Entire home/apt,44,30,20,2018-09-28,0.40,6,132
2572858,Your privateRoom in my home!CCenter,9845203,Nio,,Dbling,48.23694152977859,16.353997937426477,Shared room,40,1,10,2015-07-11,0.18,5,365
2589933,Green City Apartment,13259678,Katharina,,Brigittenau,48.22940004153638,16.370559865803614,Entire home/apt,66,2,8,2018-12-31,0.42,1,323
2598149,Hahn Apartments - feels like home,13304975,Franz,,Leopoldstadt,48.220074494166916,16.375189758018614,Entire home/apt,70,1,7,2017-12-17,0.20,2,365
2598176,Hahn Boarding - feels like home.,13304975,Franz,,Landstra§e,48.194463545692926,16.406942980312092,Entire home/apt,80,1,16,2018-04-22,0.27,2,363
2604802,"New, stylish, top located apartment",13340381,A+L,,Landstra§e,48.20024851171054,16.389414094624854,Entire home/apt,132,2,259,2019-01-19,4.45,1,278
2605925,Vienna Belvedere Ap-ART-ment,8304668,Jan & Maida,,Landstra§e,48.19165899613916,16.38605865116657,Entire home/apt,58,2,460,2019-02-07,7.82,6,176
2607169,Relaxing Stay at the Center,13351038,Suasanna,,Rudolfsheim-Fnfhaus,48.1952508115077,16.33449392212737,Entire home/apt,100,2,63,2019-01-05,1.20,2,327
2607307,New Central Garden Apartment,6198004,Christiane,,Mariahilf,48.1947316301487,16.35331438316409,Entire home/apt,54,90,54,2018-12-22,0.94,1,100
2610702,Wonderful Flat in the Center,12466450,Ursula,,Innere Stadt,48.210711977118976,16.372108259439692,Entire home/apt,113,3,121,2019-02-03,2.08,1,126
2624503,Spacious Apartment - roof-top patio,1446342,Schoen Apartments,,Margareten,48.18986311091359,16.35985767241947,Entire home/apt,162,1,148,2019-01-13,2.54,21,222
2625252,Cozy Room in best location!,861296,Barbara,,Mariahilf,48.19259818095786,16.338930162980443,Private room,38,2,11,2018-08-12,0.38,2,0
2627944,MODERN CITY APARTMENT LEO 1,13252685,Mari,,Leopoldstadt,48.2197276715981,16.37651998704338,Entire home/apt,40,31,2,2015-05-29,0.03,4,363
2631015,Charming Viennese Flair,13476558,Martin,,Hernals,48.22223384293472,16.31629755916792,Entire home/apt,70,30,22,2019-01-31,0.37,1,178
2633317,Delightful Apartment in City Centre,1547126,Anna & Vladan,,Leopoldstadt,48.21261490502405,16.38221922452803,Entire home/apt,75,1,243,2018-09-02,4.10,35,193
2634781,Charming one-bedroom apartment,4372039,Ruslan,,Josefstadt,48.21385668467125,16.3438344046105,Entire home/apt,59,3,5,2019-01-01,0.10,1,193
2643245,"Viennese Flair, Family & Friends",13532859,Klaudia,,Penzing,48.19503002116332,16.277600668984785,Entire home/apt,125,3,19,2018-08-21,0.33,1,211
2647735,City Centre Studio Apartment,8658479,Mila,,Wieden,48.19720155890162,16.369823421663593,Entire home/apt,65,1,405,2019-01-22,6.98,2,187
2649715,Bright&Cosy apartment by Belvedere ,11594659,Nora&Andrej,,Wieden,48.18905841846426,16.3763676524318,Entire home/apt,48,1,260,2019-02-06,4.48,1,245
2652183,Traditional Viennese Apartment 76m2,13576232,Viktoria,,Penzing,48.19028647512371,16.298333829714704,Entire home/apt,38,3,37,2018-12-08,0.67,1,16
2654911,LUXURY DESIGN HOME V,305673,Sil,,Innere Stadt,48.21282778359344,16.369399751072052,Entire home/apt,125,3,29,2018-12-27,0.54,9,362
2655889,Helles Zimmer/Bright Room (Center),5704329,Riccardo,,Neubau,48.205224105040905,16.344702598500415,Private room,25,15,1,2016-02-29,0.03,1,0
2662254,Luxury apartment near City center,13627456,Hubert,,Margareten,48.193010294380585,16.36275901496979,Entire home/apt,90,1,45,2019-01-07,0.78,1,267
2676006,Gemütliches Apartment  Mery,13700645,Stefan,,Margareten,48.1812280220548,16.357754321470235,Entire home/apt,60,2,129,2019-02-03,2.20,2,265
2677673,Make a Comfy Stay at the Center,13351038,Suasanna,,Rudolfsheim-Fnfhaus,48.195470670018665,16.336022676655695,Entire home/apt,60,2,9,2018-09-30,0.18,2,353
2677904,central located small flat,977409,Erich,,Ottakring,48.21056398341635,16.327618525188935,Entire home/apt,45,7,35,2019-01-02,0.70,1,125
2680552,Sunny room in central 7th district,6850245,Wanda,,Neubau,48.19982908124236,16.340670598598596,Private room,34,5,9,2016-06-12,0.15,1,0
2688201,Great dorm in a very nice area,9845203,Nio,,Dbling,48.236707051514365,16.353029242270775,Shared room,23,1,106,2018-12-30,1.80,5,364
2690172,Lovely Modern Prater Suite #2,4865438,Daniela,,Leopoldstadt,48.217366255002695,16.399177735388935,Entire home/apt,89,4,15,2019-01-02,0.26,19,364
2690844,Colourful Apartment in Vienna (19),2941391,Dr.Friederike,,Ottakring,48.213974521325476,16.338329473884823,Entire home/apt,45,2,51,2019-01-02,1.13,11,365
2690864,City - Appartement 'Ferstel',13772689,Validus,,Alsergrund,48.216416476487375,16.356927499819026,Entire home/apt,80,2,32,2018-12-17,0.70,2,309
2696059,Aesthetic bright apartment,11391060,Gioia,,Landstra§e,48.18796915386896,16.386103409611383,Entire home/apt,69,2,42,2018-08-09,0.72,1,364
2697730,Apartment in art nouveau house,13813253,Sebastian,,Penzing,48.19852856478266,16.30979352078944,Entire home/apt,52,2,131,2018-09-23,2.24,1,306
2698913,Arty Appartement from 1900 - 4rooms,11501161,Christine,,Josefstadt,48.21018215931814,16.342957091070698,Entire home/apt,84,1,0,,,1,0
2700238,Alsergrund Luxury,8632750,Andreas,,Alsergrund,48.216820916430386,16.3440494877628,Entire home/apt,240,1,40,2018-12-26,0.69,85,254
2700410,Terrific location CITY flat LEO,13252685,Mari,,Leopoldstadt,48.21987637453209,16.375961876913568,Entire home/apt,40,31,1,2014-06-30,0.02,4,363
2704449,Apartment Vienna - Vintage Look,5647750,"Isabella, Aleks, Stefan",,Neubau,48.20651632293157,16.343064397108396,Entire home/apt,59,2,28,2019-01-26,0.60,3,29
2705249,Low-Cost Luxury Studio in the city center #3/10,1996189,Alp,,Innere Stadt,48.202045753053326,16.370542607846865,Entire home/apt,155,3,1,2015-06-04,0.02,10,328
2706311,New 2-room apartment Type B,1482356,Fiona,,Brigittenau,48.23707194682891,16.378848523572035,Entire home/apt,50,3,141,2019-01-20,2.43,5,292
2711945,"Helles, ruhiges Apartment",6269584,Martina,,Neubau,48.20382833529589,16.350608250291558,Entire home/apt,84,3,19,2019-01-04,0.32,3,19
2712789,Charming apartment close to center,7059993,Wolfgang,,Rudolfsheim-Fnfhaus,48.200642186249404,16.337048193432402,Entire home/apt,56,3,213,2018-12-14,3.64,3,219
2714366,Lovely Viennese room ,4395058,Andrea,,Whring,48.2241036995745,16.346436486225468,Private room,29,2,15,2018-12-16,0.26,1,362
2718234,Ihr gemütliches Quartier...,13910568,Abrigo,,Rudolfsheim-Fnfhaus,48.18502861211727,16.324035098963463,Entire home/apt,65,1,10,2019-01-02,0.18,4,365
2722894,"2.5-rooms & balcony, Full service",13933819,Kati,,Floridsdorf,48.26799028364324,16.456204485397418,Entire home/apt,67,4,13,2018-09-01,0.24,3,133
2726645,Comfortable 2-Bedroom Flat with Terrace,6555200,Jenny,,Neubau,48.20069076287717,16.348252066991034,Entire home/apt,60,5,10,2019-01-08,0.20,1,87
2728316,City Appartment Vienna - 130m2,13961845,Rahime,,Josefstadt,48.214847582663644,16.343265156726073,Entire home/apt,139,2,22,2017-06-04,0.38,1,253
2731639,Spacious&charming city loft,13980596,Hanna,,Mariahilf,48.19639306212644,16.351712138368136,Entire home/apt,45,2,194,2019-01-23,3.33,3,98
2731749,Charming&quiet cityaptmt w. terrace,13980596,Hanna,,Mariahilf,48.195717360846004,16.351481597672894,Entire home/apt,51,1000,86,2015-10-22,1.49,3,90
2738137,Mariahilf Terrace,8632750,Andreas,,Mariahilf,48.193093501266404,16.340122265637323,Entire home/apt,80,1,8,2018-10-31,0.14,85,37
2767631,Central Stylish Cozy apartment for two,11821773,Jenny,,Leopoldstadt,48.21323948309444,16.377753031607522,Entire home/apt,40,25,10,2016-09-06,0.18,1,306
2771093,Full service 1.5-room apartment,13933819,Kati,,Floridsdorf,48.257530276838935,16.408015042805967,Entire home/apt,58,4,7,2018-01-31,0.19,3,136
2775592,Large 2-room apartment Type C,1482356,Fiona,,Brigittenau,48.235844990826955,16.37918694396374,Entire home/apt,60,2,99,2019-01-20,1.70,5,308
2777516,"Near Palace Schönbrunn, Apt. 7",175131,Ingela,,Rudolfsheim-Fnfhaus,48.18469142477584,16.327813849484674,Entire home/apt,120,1,88,2019-01-02,1.57,13,227
2779708,aeki CITY pixel,14216524,Christoph & Vedi,,Josefstadt,48.210086387321155,16.355187471750828,Entire home/apt,105,2,79,2018-12-20,1.38,4,261
2779787,LAROGY´S TERRACE PLACE,1836300,Martina,,Rudolfsheim-Fnfhaus,48.19760940323971,16.334298387243628,Entire home/apt,69,2,37,2018-11-18,0.64,3,331
2784168,New Studio Type A1,1482356,Fiona,,Brigittenau,48.23577122851206,16.377702944798834,Entire home/apt,40,2,176,2018-12-31,3.01,5,272
2786318,Penthouse Opera 2 Bedrooms,4331202,Florian,,Innere Stadt,48.20346328202967,16.36668636129611,Entire home/apt,275,3,11,2018-06-15,0.24,46,270
2786553,Villa Mauthner I 1-8P,4331202,Florian,,Liesing,48.13958673668961,16.270526378806547,Entire home/apt,180,5,1,2014-08-28,0.02,46,8
2788604,Cosy apartment in the citycenter,5700379,Stefanie,,Josefstadt,48.20833768961395,16.343924761916597,Entire home/apt,150,2,2,2017-01-01,0.05,1,0
2790065,Cosy and calm little flat,14270918,Daniela,,Ottakring,48.21453683558138,16.31206833184494,Entire home/apt,39,4,17,2019-01-31,0.29,1,24
2792126,Apartment ALSERSTRASSE 4P,5922712,Walter,,Josefstadt,48.21416626217286,16.350459636260947,Entire home/apt,78,1,1,2017-04-30,0.05,6,360
2797880,New Studio Type A2,1482356,Fiona,,Brigittenau,48.23683845501085,16.37710706664312,Entire home/apt,40,2,160,2019-01-19,2.74,5,285
2798249,Bright Flat near Prater & Center,2206991,Alexandra,,Leopoldstadt,48.220996020245884,16.401920054279536,Entire home/apt,47,3,0,,,1,0
2798763,4 Beds Private Room,9845203,Nio,,Dbling,48.23561798661179,16.35433628982372,Private room,78,1,5,2018-11-03,0.09,5,365
2813407,"central, cosy & nice appartment   ",13397272,Barbara,,Mariahilf,48.19265277827797,16.351413660301098,Entire home/apt,95,3,23,2018-10-05,0.44,1,291
2814653,ein stück glück- central cosy clean,8387305,Tom & Yeimy,,Brigittenau,48.22698077286392,16.366790866386985,Private room,34,3,105,2018-12-20,1.79,1,352
2815321,YOUR space in my flat ;-),14401479,Lisa,,Meidling,48.177935713107935,16.326867329958144,Private room,37,7,0,,,1,365
2819681,Penthouse Loft with roof terraces ,14425315,Monika,,Rudolfsheim-Fnfhaus,48.195548724343666,16.321944496904464,Entire home/apt,90,2,82,2019-01-01,1.43,1,234
2827449,City appartment next to Prater,14461625,Nadia,,Leopoldstadt,48.21935324841947,16.402496214221085,Entire home/apt,45,2,75,2018-11-27,1.29,1,263
2828518,Old Bohemian/Schubert style ,5274964,Ben,,Alsergrund,48.22532532394482,16.356105269886847,Private room,50,1,2,2014-10-02,0.03,1,365
2842698,Only in the 7th district...,12118196,Amelie,,Neubau,48.206499893856396,16.34701715754527,Entire home/apt,80,3,42,2018-12-09,0.72,2,207
2855872,Apartment near Naschmarkt,22467,Christine,,Margareten,48.188759028322515,16.35395764372783,Entire home/apt,65,2,20,2019-01-03,0.34,1,365
2858876,駅から近く､中心部にも便利ですcontact at latest 3 days before.,14617312,Makiko,,Dbling,48.23590691811933,16.356012581394857,Private room,29,6,1,2018-12-01,0.42,1,342
2861127,New Studio Type A3,1482356,Fiona,,Brigittenau,48.23617380461186,16.378429766676142,Entire home/apt,40,3,133,2019-01-07,2.29,5,264
2862463,Sunny room near Schönbrunn,14392255,Alberto & Thomas,,Meidling,48.17966622317362,16.320364114386738,Private room,28,1,191,2019-02-07,3.42,1,31
2874213,Modern studio apt (35m2) in centre,8885198,Aida,,Landstra§e,48.19692724043062,16.399289029786022,Entire home/apt,49,1,22,2018-01-02,0.40,4,0
2877095,Cosy room in old style central Viennese flat,14706508,Helmuth,,Alsergrund,48.22323001663586,16.36494395766688,Private room,29,2,57,2019-01-20,1.11,1,88
2877830,Great two room apartment in Vienna,6149645,Walter,,Whring,48.222054458970426,16.33879479977602,Entire home/apt,39,1,71,2019-01-09,1.23,1,145
2878742,City Center | Travel as a group | Enjoy as a group,1108400,Dan,,Neubau,48.19848604590112,16.340203428243818,Entire home/apt,280,2,63,2019-01-02,1.12,25,341
2901057,Kaiserliches Palais (11 Betten),12857232,Martina,,Landstra§e,48.19709170150082,16.381938053710016,Entire home/apt,198,3,78,2018-12-04,1.37,3,190
2906685,Nice small apartment,9489137,David & Alisa,,Brigittenau,48.23016795814465,16.374229358210517,Entire home/apt,56,3,199,2019-01-21,3.75,2,0
2915209,6th District: Urban Perfection!,6029511,Alexandra,,Mariahilf,48.19405138913912,16.347511011079654,Entire home/apt,120,3,11,2016-07-19,0.20,1,0
2924491,Great City Flat in the 1st District,2991966,Rainer,,Innere Stadt,48.21093108157602,16.372791992288235,Private room,66,2,276,2019-01-24,4.77,1,311
2925973,Terrific location apartment,13252685,Mari,,Leopoldstadt,48.21715354354207,16.37486287279674,Entire home/apt,23,30,10,2018-12-31,0.18,4,180
2927983,Small but nice apartment near SCHÖNBRUNN,14952347,Kemal,,Rudolfsheim-Fnfhaus,48.18491684384603,16.328329272722293,Entire home/apt,55,2,238,2019-01-03,4.29,7,212
