id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
15950881,Architektenwohnung nahe Zentrum,23646477,Ulrich,,Margareten,48.189317621226245,16.362618391339957,Entire home/apt,79,14,1,2019-01-20,1,1,8
15952660,authentic & cozy close to belvedere,40716249,Alina,,Landstra§e,48.1929865327944,16.387173729122736,Entire home/apt,120,3,3,2017-04-23,0.12,1,0
15953148,Spacious City Center Apt. with Balcony (90sqm),103576266,Jerry,,Landstra§e,48.19955510609751,16.397598572404775,Entire home/apt,59,2,104,2019-02-02,3.87,1,152
15955515,Luxury and spacious city-apartment,1036543,Jonny,,Landstra§e,48.20398890397929,16.38731015205089,Entire home/apt,190,3,60,2018-12-23,2.35,3,294
15962085,Apartment Center Viennapartment,32171477,Johanna,,Leopoldstadt,48.21792671961495,16.38560444245058,Entire home/apt,110,4,3,2018-01-03,0.12,7,56
15962363,Vienna City Apartment - Stuwer Top 11,32171477,Johanna,,Leopoldstadt,48.21809234546226,16.405758779368036,Entire home/apt,74,4,2,2017-05-03,0.08,7,291
15963200,House with conservatory and garden in Vienna,99975650,Masud,,Donaustadt,48.24870788421081,16.49362421528892,Entire home/apt,96,1,39,2019-01-13,1.46,2,300
15964497,Nur einmal im Jahr: B&B bei „Marathonlesung“,28585048,Gerald,,Hietzing,48.171567716624395,16.286375808765147,Shared room,10,1,1,2018-11-18,0.36,1,0
15970327,Quiet Apt with a Terrace close to Town Centre,3351746,Nadia,,Neubau,48.20442200488532,16.347495918252996,Entire home/apt,68,2,24,2017-10-13,0.93,1,0
15977212,Charming room downtown Vienna,1148890,Nefeli,,Mariahilf,48.19616784330151,16.350946079462382,Private room,30,7,5,2017-05-22,0.19,2,0
15977719,Welcome to Vienna! Lovely City-Apartment,103802283,Julian,,Rudolfsheim-Fnfhaus,48.19403987997472,16.336700765176015,Entire home/apt,49,4,64,2019-02-05,2.39,1,160
15979817,Studio beim Rathaus 175,26940706,Hotel Josefshof,,Josefstadt,48.207937430920644,16.353692604328526,Entire home/apt,99,3,37,2019-01-02,1.44,5,365
15984622,Quiet and chic-best location (40m²),103858939,Jessica&Teo,,Landstra§e,48.206546162395064,16.391399767051972,Entire home/apt,54,4,74,2019-02-06,2.83,1,11
15986169,WIEN / GANZE WOHNUNG / RUHIGER GARTEN,88628966,Othmar,,Liesing,48.12584773082684,16.316065591081653,Entire home/apt,25,25,1,2017-01-10,0.04,3,271
15992570,Central and cozy Viennese Flat (Prater),33120711,Sebastian,,Leopoldstadt,48.22065030033957,16.384256844062367,Private room,45,2,140,2019-02-04,5.25,1,303
15994104,Chigossolution,85874281,Mag Gospel,,Penzing,48.199528150924614,16.302487247110246,Entire home/apt,38,1,84,2019-01-03,3.18,2,83
15994149,Quiet ground flor apartment near Wien-city center,103949845,Karin,,Whring,48.22499145588364,16.344837937756427,Entire home/apt,65,1,21,2018-08-08,0.80,1,229
15994333,Vienna City Apartment - Stuwer Top 22,32171477,Johanna,,Leopoldstadt,48.21969202951182,16.403974451883094,Entire home/apt,90,4,2,2017-02-01,0.08,7,316
15999197,Inner City Apartment,103992937,Daniella,,Innere Stadt,48.214904522709176,16.369091199838433,Entire home/apt,90,2,82,2019-01-20,3.05,1,53
16001183,room in 6 district Vienna,72355976,Kika,,Mariahilf,48.192923427652765,16.345650332553202,Private room,45,1,29,2018-08-14,2.96,1,0
16002209,"CITYLOFT NXT TO U1, U2, CITY CENTER & UNIVERSITIES",2032537,Nikola,,Leopoldstadt,48.21831927053819,16.39720442910239,Entire home/apt,45,30,9,2019-01-13,0.40,2,314
16002492,Comfortably located near city center,4180190,Dominik,,Landstra§e,48.20721228074954,16.393583461644585,Private room,40,1,75,2019-01-06,2.80,2,57
16009296,Spacious & conveniently located apartment,56264321,Maximilian,,Meidling,48.182955310291426,16.321867577505873,Entire home/apt,46,2,18,2018-07-04,0.68,1,0
16010069,Quiet garden flat in a historic house,103937362,Thomas,,Dbling,48.25157949989079,16.351519577735253,Entire home/apt,49,2,93,2019-02-03,3.53,1,42
16012457,"Cozy Private room near to Schönbrun,city center",46622057,Simo,,Penzing,48.19706787946793,16.31286850827063,Private room,46,1,13,2018-10-01,0.48,1,88
16022913,"One big room, small kitchen and bathroom.",104209210,Aleksandra,,Brigittenau,48.236622083794884,16.382212303127627,Entire home/apt,36,1,1,2017-01-15,0.04,1,0
16029053,Boutique Room - City Center,5829083,Cesar,,Dbling,48.233675046186676,16.35340181972806,Private room,30,2,43,2018-12-19,1.63,3,143
16029600,Cosy Apartment Döbling,38767644,Michael,,Dbling,48.243529308258644,16.333974045559753,Entire home/apt,80,2,0,,,1,364
16033581,Classic elegant Viennese apartment in old building,42222418,Alina,,Alsergrund,48.22108609916003,16.36118062347096,Entire home/apt,134,4,3,2018-01-02,0.14,1,364
16035209,Cosy room in nice area,83228337,Julia,,Ottakring,48.209531867674166,16.331946345862576,Private room,30,3,6,2018-12-28,0.23,1,0
16036921,Charming Apartment,104352475,Davoud,,Favoriten,48.173925020163495,16.366228994254445,Entire home/apt,50,2,25,2019-01-02,0.94,1,41
16037601,Great room in Vienna's hip 2nd District,6300166,Carina,,Leopoldstadt,48.220066008540826,16.374310957553977,Private room,32,3,1,2018-08-31,0.18,1,88
16045137,Beautiful and charming appartment,71912678,Julia,,Neubau,48.206559930314306,16.345951096911662,Entire home/apt,58,2,15,2018-12-16,0.56,1,178
16045701,"City Apartment 1 min to Metro, 5min to Old City",103131392,Abraham,,Leopoldstadt,48.22430263390942,16.40110692493179,Entire home/apt,55,1,9,2019-01-27,4.09,7,293
16046523,apartment old danube/vienna international center,104456205,Vera,,Donaustadt,48.239870661303456,16.43001514035317,Entire home/apt,65,1,6,2017-04-30,0.23,1,212
16049646,Central Designer Room#1,29775689,Andrija,,Leopoldstadt,48.21699857581665,16.385167831710998,Private room,35,3,115,2018-12-19,4.29,3,48
16052857,Wonderful located room in the heart of Vienna!,34633198,Isabella,,Landstra§e,48.19328925460273,16.38801424461708,Private room,39,2,8,2017-10-31,0.30,1,0
16053359,Cozy&Queer>>close to center 2,3604793,Benjamin,,Brigittenau,48.22907321545198,16.366939808741208,Private room,25,2,71,2019-01-15,2.72,3,34
16059527,neue adaptierte Wohnung in Ruhelage,9851118,Andreas,,Neubau,48.19718852819751,16.34475829789028,Entire home/apt,69,2,66,2019-01-13,2.48,2,256
16060958,"Very central, light Apartment with 3 bedrooms",23285551,Martin,,Landstra§e,48.21058894575224,16.38989093918414,Entire home/apt,87,1,47,2019-02-03,1.77,1,2
16061035,The Amadeus Apartment-5 min to the city center,104609588,Alex,,Wieden,48.188778138210544,16.364980260202167,Entire home/apt,45,3,18,2018-12-31,0.67,1,106
16064049,VIENNA APARTMENT / LOFT AT MAIN TRAIN STATION No.3,15843640,Vienna Stylish,,Wieden,48.18954800563991,16.371510374145974,Entire home/apt,199,1,62,2019-01-27,2.37,13,237
16067906,"Next to the Town Hall, wonderful view",3966509,Erich,,Innere Stadt,48.210095401353,16.356362291568868,Entire home/apt,144,1,116,2018-12-03,4.31,11,228
16068578,Senator Suite Stephansplatz Top 9,8632750,Andreas,,Innere Stadt,48.20809643417044,16.371172019936054,Entire home/apt,360,1,29,2018-12-23,1.13,85,332
16075642,Cozy and peaceful flat in the Center of Vienna,22190533,Victoria,,Josefstadt,48.210185365874786,16.346419411186307,Entire home/apt,58,2,14,2018-12-25,0.53,1,19
16077029,"CITY CENTER ""Vienna´s Nightlife"" Apartment",47034279,"Eva, Michi & Friends",,Innere Stadt,48.19964654037188,16.36604954839853,Entire home/apt,28,2,174,2019-01-25,6.52,19,327
16080479,Gorgeous Apartment near city center and Schönbrunn,104790811,Maxi,,Margareten,48.190539161797574,16.352819010299118,Entire home/apt,115,2,90,2019-01-03,3.41,8,349
16080708,"NEW, bright and cozy apartment in central Vienna",99318742,Manfred,,Rudolfsheim-Fnfhaus,48.20126563941484,16.328377411373953,Entire home/apt,70,2,104,2019-02-07,3.88,1,119
16080737,Artist Studio in Center,10073302,Coco,,Margareten,48.191036698175864,16.360152502184114,Entire home/apt,53,2,124,2019-01-20,4.67,4,82
16082111,Cozy Maisonette Bedroom in the center of Vienna,95665518,Pauline,,Alsergrund,48.22628219452693,16.356691348112427,Entire home/apt,38,1,12,2018-10-28,0.46,1,0
16084243,Central Designer Room#2,29775689,Andrija,,Leopoldstadt,48.21900500335514,16.385602808033777,Private room,33,3,99,2018-12-18,3.71,3,58
16092387,City center apartment with garden,55260756,Kathi,,Landstra§e,48.20780896361314,16.39242793112238,Entire home/apt,85,1,55,2019-01-19,2.06,8,287
16092897,hip+bright | near center | viennese architecture 2,6040213,Verena,,Leopoldstadt,48.2194942542168,16.373035191666276,Private room,48,2,4,2017-09-11,0.19,2,0
16094572,Splendid Planet Apartment - Central & Chic!,104907423,Mario & Dagmar,,Favoriten,48.17991302185557,16.375460487837678,Entire home/apt,62,2,102,2019-02-03,4.19,1,144
16099188,79m2-2 bedroom Apartment Naschmarkt,7405954,Amir,,Wieden,48.19787169414083,16.36452032831643,Entire home/apt,130,1,0,,,8,321
16103871,"Vienne, Autriche, Grand appartement près du centre",45573036,Bernard,,Meidling,48.18423669672755,16.340150413691905,Entire home/apt,60,4,80,2019-01-04,3.03,1,0
16105220,Wunderschöne Deachgeschosswohung in Wien,104994778,Adelheid,,Wieden,48.18656670781648,16.36692819711728,Entire home/apt,130,14,0,,,1,83
16114784,Beautiful  city/danube appartement,105080363,Denn,,Donaustadt,48.22536035849901,16.423282244584822,Entire home/apt,80,1,9,2019-01-01,0.34,1,355
16116221,1 Bedroom with Balcony,4331202,Florian,,Favoriten,48.18222486917544,16.376057301104588,Entire home/apt,99,3,1,2019-01-06,0.86,46,315
16116394,1 Bedroom Apartment with Balcony,4331202,Florian,,Favoriten,48.180834526144444,16.37547259475781,Entire home/apt,99,3,3,2019-01-18,0.12,46,315
16117201,INSIDE VIENNA RELAX & ENJOY (60m2),105098109,Peter,,Brigittenau,48.23210932813658,16.36511502910772,Entire home/apt,50,3,41,2019-01-01,1.55,1,119
16117584,Vienna City Apartment - Wohlmutstraße,32171477,Johanna,,Leopoldstadt,48.21798261373711,16.403027288519922,Entire home/apt,48,4,2,2017-04-22,0.08,7,25
16118359,1 Bedroom Apartment with Balcony,4331202,Florian,,Favoriten,48.180412090986316,16.376707085099333,Entire home/apt,99,3,2,2018-09-17,0.09,46,284
16119193,Contemporary style in artdeco building,8567968,Julia,,Landstra§e,48.207846086307576,16.394553440699866,Entire home/apt,155,4,3,2019-01-01,0.11,1,81
16121784,"Cosy Apartment for 2, close to Belvedere Palace",64194330,Gerald,,Wieden,48.18899398816151,16.368546986111117,Entire home/apt,47,4,122,2019-01-13,4.63,1,85
16122215,Stylish Apartment in Midtown Vienna,27655336,Rainer,,Margareten,48.18281601571063,16.359281994849884,Entire home/apt,65,3,12,2018-09-01,0.45,1,237
16126668,Welcome Home,2376465,Simona,,Dbling,48.23379739485509,16.35040146647922,Entire home/apt,86,21,26,2018-12-09,0.99,2,267
16133335,"Comfortable,nice, modern,heart of Vienna",100682572,Sharuk,,Leopoldstadt,48.217936814571146,16.390181912119495,Entire home/apt,50,1,28,2017-08-30,1.11,1,0
16137965,Beautiful & quiet apartment near the main station,6557698,Alexandra,,Favoriten,48.18150274223255,16.370869330935008,Entire home/apt,55,1,49,2019-01-27,1.84,1,44
16138213,Exclusive Apartment next to Belvedere Palace,103131392,Abraham,,Landstra§e,48.19043631230579,16.385715571995735,Entire home/apt,55,1,111,2019-02-03,6.01,7,248
16138339,Belvedere Palace Apartment included FREE Parking,103131392,Abraham,,Landstra§e,48.188575447516726,16.386979891511086,Entire home/apt,60,1,99,2019-01-31,5.94,7,244
16140481,"Art, design & a lot of space in the french quarter",64607142,Philipp,,Alsergrund,48.22050577065447,16.363910280222026,Entire home/apt,85,4,16,2019-01-03,1.15,1,68
16141158,Trendiges City-Apartment - perfekt für Städtetrips,70225228,Lena,,Neubau,48.20710927359076,16.337736044956525,Entire home/apt,70,7,40,2017-12-17,1.51,2,0
16143411,Superb Loft,105338787,Rebecca,,Leopoldstadt,48.21864790038414,16.377234348316566,Entire home/apt,95,3,17,2019-01-03,0.65,1,244
16144590,Colorful room for cat lovers,10596887,Karin,,Wieden,48.18624576118716,16.369197892914443,Private room,35,1,96,2019-02-02,3.74,2,111
16150953,"Spacious, Cosy Flat in Central Location",76988250,Sabine,,Rudolfsheim-Fnfhaus,48.191663977564616,16.33295731507422,Entire home/apt,90,2,9,2019-01-03,0.35,2,179
16155148,"Quiet, central 120sqm-penthouse with terrace",1446342,Schoen Apartments,,Innere Stadt,48.213215689184985,16.362529334243774,Entire home/apt,260,2,61,2019-01-20,2.31,21,266
16156805,Stylish & spacious apartment near Schoenbrunn,28226143,Kurt,,Rudolfsheim-Fnfhaus,48.18855344969532,16.333958971102042,Entire home/apt,62,2,17,2019-01-01,0.77,1,3
16161712,"Vienna City Apartment ""Mini Loft""",13432113,Damir,,Innere Stadt,48.210513440928416,16.378524445578933,Entire home/apt,85,6,14,2018-05-13,0.55,1,179
16170585,Kuschelige Wohnung m. Küche & Bad zu vermieten,105559096,Manja,,Josefstadt,48.21291244276864,16.342658979883304,Private room,80,7,0,,,1,362
16171359,Unikat mit Charme im Herzen Wiens! *CITY CENTER*,105560545,Andrea,,Innere Stadt,48.209985746291125,16.374226001142226,Entire home/apt,110,8,3,2017-11-30,0.12,1,177
16174684,Cosy City Center Apartment,65054575,Paul,,Innere Stadt,48.212406191346936,16.367798236387667,Entire home/apt,79,1,48,2019-02-04,5.45,1,87
16175253,Charming Room In Duplex Penthouse-  Amazing Views,718423,Beatrix,,Brigittenau,48.2362907173857,16.378261506363902,Private room,40,3,107,2018-10-29,4.02,2,291
16176023,Bright student penthouse in Vienna's green belt,82664533,Johannes,,Hernals,48.225793194226675,16.301452804663587,Entire home/apt,32,21,3,2018-04-02,0.15,2,302
16176844,Cosy Apartment in Center of Vienna!,82599516,Tolga,,Landstra§e,48.20956460234362,16.38590600466196,Entire home/apt,55,2,207,2019-01-20,7.83,2,14
16177331,"Sunny, charming studio in heart of Vienna",4584105,Arabelle,,Josefstadt,48.20761197378621,16.35424691663343,Entire home/apt,65,3,51,2018-12-26,1.92,2,258
16180586,Charming sleeping place in modern loft - central,421939,Dejan,,Landstra§e,48.19730427090043,16.404836402567515,Shared room,18,2,17,2018-12-12,1.70,1,316
16182364,TOP CITY APARTMENT FOR 3 MONTH!,60245331,Nina,,Neubau,48.202197625986315,16.356141137335086,Entire home/apt,1000,90,0,,,1,90
16183031,Bright and cozy room near Mariahilfer Straße,64407084,Friederike,,Rudolfsheim-Fnfhaus,48.189615074768,16.333658062398836,Private room,38,2,19,2018-01-02,0.73,1,0
16186937,Nice flat in the 2nd district,103441386,Dustin,,Leopoldstadt,48.22383928185215,16.388565748948608,Entire home/apt,100,2,4,2017-10-01,0.16,1,7
16187691,"65m²-bright and cosy apartment, central,near metro",11423001,Sabine + Chris,,Margareten,48.18840086831466,16.34669229504218,Entire home/apt,80,3,65,2018-12-30,2.47,1,124
16187845,"Spacious bright room, 9. district.",71924530,Rebecca,,Alsergrund,48.22608642644675,16.356543917639495,Private room,35,1,3,2017-12-22,0.20,1,0
16199083,Cosy flat in center proximity,59445159,Lisa,,Brigittenau,48.23123498095794,16.36761171602476,Entire home/apt,45,2,3,2016-12-30,0.11,1,197
16199433,Artist's living studio,33726314,Erwin,,Neubau,48.20330356381007,16.35127294548339,Entire home/apt,35,17,11,2018-08-29,0.41,1,0
16199999,Cosy Private Bedroom (near main station and U1),105803860,Michael,,Favoriten,48.17789419023684,16.377630489563593,Private room,35,2,0,,,1,0
16203043,Apartment - nur in 12 min ins Stadtzentrum,5126903,Petra,,Favoriten,48.17336931066434,16.355889139596307,Entire home/apt,61,30,0,,,7,365
16203663,Central flat with balcony - close to main station,37737133,Valerie,,Favoriten,48.17886516692493,16.372417653654985,Entire home/apt,52,5,14,2018-05-08,0.78,1,0
16210386,Comfy Apartment in Vienna,37769736,Sarah,,Rudolfsheim-Fnfhaus,48.199984108926365,16.33413433134814,Entire home/apt,45,3,50,2019-01-06,1.89,34,340
16210786,Spacious Apartment in Vienna,37769736,Sarah,,Rudolfsheim-Fnfhaus,48.20043752976632,16.333232767715046,Entire home/apt,69,3,30,2019-01-25,1.17,34,325
16210900,☆Spacious 140m² city flat in the heart of Vienna☆,105908023,Ingrid & Ariane,,Wieden,48.19554158049336,16.371695531933067,Entire home/apt,100,2,106,2019-01-10,3.98,1,149
16210956,Joyful Apartment in Vienna,37769736,Sarah,,Rudolfsheim-Fnfhaus,48.200447041134204,16.332754847366996,Entire home/apt,54,3,43,2019-01-06,1.67,34,333
16212572,bright and friendly apartment near Reumannplatz,102718143,Patricia,,Favoriten,48.17499827610419,16.37415273618854,Private room,70,2,3,2019-01-01,0.12,1,87
16227004,Large Charming Apartment near NASCHMARKT & Center!,3156925,Michael,,Margareten,48.19396832205314,16.3554270157526,Entire home/apt,65,2,83,2019-01-05,3.18,1,0
16228811,"Central, comfy Studio Apartment",28063735,Wolfgang & Sandra,,Leopoldstadt,48.22006036926397,16.383715809576895,Entire home/apt,65,4,1,2016-12-31,0.04,1,0
16233053,Beautiful Appartement in hippest district of viena,106094832,Therese,,Neubau,48.205415472299805,16.34855234436934,Entire home/apt,45,14,9,2017-11-09,0.35,1,0
16233991,Cosy Apartment with Balcony in Vienna,22313114,Daniel,,Brigittenau,48.236067294910164,16.37663027849899,Entire home/apt,21,20,2,2018-11-08,0.57,1,135
16235402,Charming apartment with view,28231681,Carolina,,Ottakring,48.20848226546014,16.307752715206384,Entire home/apt,66,6,3,2017-01-08,0.11,1,0
16238010,B Beautiful apartment in central location,24508490,Anja&Christian,,Neubau,48.20220504405825,16.34629705333966,Entire home/apt,59,3,84,2019-01-22,3.26,5,21
